Name,Year,Species,Animals Seen,Groups Seen,Transect Length,Animals per 100km,Sequence,,,,,,,,,,,
Bwabwata,2011,Kudu,688,149,1679,41,1,,,,,,,,,,,
Bwabwata,2012,Kudu,893,207,1758,50.8,1,,,,,,,,,,,
Bwabwata,2013,Kudu,755,208,1746,43.2,1,,,,,,,,,,,
Bwabwata,2014,Kudu,625,155,1772,35.3,1,,,,,,,,,,,
Bwabwata,2015,Kudu,751,157,1785,42.1,1,,,,,,,,,,,
Bwabwata,2016,Kudu,719,164,1744,41.2,1,,,,,,,,,,,
Bwabwata,2017,Kudu,792,174,1793,44.2,1,,,,,,,,,,,
Bwabwata,2019,Kudu,635,145,1732,36.7,1,,,,,,,,,,,
Bwabwata,2020,Kudu,544,127,1714,31.7,1,,,,,,,,,,,
Bwabwata,2021,Kudu,587,123,1702,34.5,1,,,,,,,,,,,
Bwabwata,2022,Kudu,459,117,1716,26.8,1,,,,,,,,,,,
Bwabwata,2023,Kudu,509,141,1885,27,1,,,,,,,,,,,
Bwabwata,2007,Lechwe,31,5,1008,3.1,1,,,,,,,,,,,
Bwabwata,2008,Lechwe,200,9,1497,13.4,1,,,,,,,,,,,
Bwabwata,2009,Lechwe,204,16,1664,12.3,1,,,,,,,,,,,
Bwabwata,2010,Lechwe,256,30,1727,14.8,1,,,,,,,,,,,
Bwabwata,2011,Lechwe,237,22,1679,14.1,1,,,,,,,,,,,
Bwabwata,2012,Lechwe,142,23,1758,8.1,1,,,,,,,,,,,
Bwabwata,2013,Lechwe,224,18,1746,12.8,1,,,,,,,,,,,
Bwabwata,2014,Lechwe,288,19,1772,16.3,1,,,,,,,,,,,
Bwabwata,2015,Lechwe,483,34,1785,27.1,1,,,,,,,,,,,
Bwabwata,2016,Lechwe,440,33,1744,25.2,1,,,,,,,,,,,
Bwabwata,2017,Lechwe,533,44,1793,29.7,1,,,,,,,,,,,
Bwabwata,2019,Lechwe,1042,65,1732,60.2,1,,,,,,,,,,,
Bwabwata,2020,Lechwe,627,36,1714,36.6,1,,,,,,,,,,,
Bwabwata,2021,Lechwe,689,51,1702,40.5,1,,,,,,,,,,,
Bwabwata,2022,Lechwe,893,53,1716,52.1,1,,,,,,,,,,,
Bwabwata,2023,Lechwe,800,74,1885,42.4,1,,,,,,,,,,,
Bwabwata,2007,Leopard,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Leopard,3,3,1497,0.2,1,,,,,,,,,,,
Bwabwata,2009,Leopard,,,1664,,1,,,,,,,,,,,
Bwabwata,2010,Leopard,,,1727,,1,,,,,,,,,,,
Bwabwata,2011,Leopard,4,4,1679,0.2,1,,,,,,,,,,,
Bwabwata,2012,Leopard,2,1,1758,0.1,1,,,,,,,,,,,
Bwabwata,2013,Leopard,1,1,1746,0.1,1,,,,,,,,,,,
Bwabwata,2014,Leopard,,,1772,,1,,,,,,,,,,,
Bwabwata,2015,Leopard,1,1,1785,0.1,1,,,,,,,,,,,
Bwabwata,2016,Leopard,,,1744,,1,,,,,,,,,,,
Bwabwata,2017,Leopard,,,1793,,1,,,,,,,,,,,
Bwabwata,2019,Leopard,1,1,1732,0.1,1,,,,,,,,,,,
Bwabwata,2020,Leopard,2,2,1714,0.1,1,,,,,,,,,,,
Bwabwata,2021,Leopard,,,1702,,1,,,,,,,,,,,
Bwabwata,2022,Leopard,1,1,1716,0.1,1,,,,,,,,,,,
Bwabwata,2023,Leopard,1,1,1885,0.1,1,,,,,,,,,,,
Bwabwata,2007,Lion,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Lion,2,1,1497,0.1,1,,,,,,,,,,,
Bwabwata,2009,Lion,,,1664,,1,,,,,,,,,,,
Bwabwata,2010,Lion,2,1,1727,0.1,1,,,,,,,,,,,
Bwabwata,2011,Lion,13,6,1679,0.8,1,,,,,,,,,,,
Bwabwata,2012,Lion,1,1,1758,0.1,1,,,,,,,,,,,
Bwabwata,2013,Lion,3,2,1746,0.2,1,,,,,,,,,,,
Bwabwata,2014,Lion,2,2,1772,0.1,1,,,,,,,,,,,
Bwabwata,2015,Lion,2,1,1785,0.1,1,,,,,,,,,,,
Bwabwata,2016,Lion,,,1744,,1,,,,,,,,,,,
Bwabwata,2017,Lion,2,1,1793,0.1,1,,,,,,,,,,,
Bwabwata,2019,Lion,,,1732,,1,,,,,,,,,,,
Bwabwata,2020,Lion,2,1,1714,0.1,1,,,,,,,,,,,
Bwabwata,2021,Lion,,,1702,,1,,,,,,,,,,,
Bwabwata,2022,Lion,,,1716,,1,,,,,,,,,,,
Bwabwata,2023,Lion,2,1,1885,0.1,1,,,,,,,,,,,
Bwabwata,2007,Ostrich,10,3,1008,1,1,,,,,,,,,,,
Bwabwata,2008,Ostrich,12,8,1497,0.8,1,,,,,,,,,,,
Bwabwata,2009,Ostrich,15,7,1664,0.9,1,,,,,,,,,,,
Bwabwata,2010,Ostrich,5,3,1727,0.3,1,,,,,,,,,,,
Bwabwata,2011,Ostrich,28,7,1679,1.7,1,,,,,,,,,,,
Bwabwata,2012,Ostrich,3,3,1758,0.2,1,,,,,,,,,,,
Bwabwata,2013,Ostrich,27,9,1746,1.5,1,,,,,,,,,,,
Bwabwata,2014,Ostrich,3,2,1772,0.2,1,,,,,,,,,,,
Bwabwata,2015,Ostrich,9,6,1785,0.5,1,,,,,,,,,,,
Bwabwata,2016,Ostrich,28,10,1744,1.6,1,,,,,,,,,,,
Bwabwata,2017,Ostrich,21,8,1793,1.2,1,,,,,,,,,,,
Bwabwata,2019,Ostrich,41,14,1732,2.4,1,,,,,,,,,,,
Bwabwata,2020,Ostrich,13,7,1714,0.8,1,,,,,,,,,,,
Bwabwata,2021,Ostrich,10,6,1702,0.6,1,,,,,,,,,,,
Bwabwata,2022,Ostrich,27,9,1716,1.6,1,,,,,,,,,,,
Bwabwata,2023,Ostrich,24,11,1885,1.3,1,,,,,,,,,,,
Bwabwata,2007,Porcupine,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Porcupine,,,1497,,1,,,,,,,,,,,
Bwabwata,2009,Porcupine,3,1,1664,0.2,1,,,,,,,,,,,
Bwabwata,2010,Porcupine,,,1727,,1,,,,,,,,,,,
Bwabwata,2011,Porcupine,1,1,1679,0.1,1,,,,,,,,,,,
Bwabwata,2012,Porcupine,,,1758,,1,,,,,,,,,,,
Bwabwata,2013,Porcupine,,,1746,,1,,,,,,,,,,,
Bwabwata,2014,Porcupine,,,1772,,1,,,,,,,,,,,
Bwabwata,2015,Porcupine,,,1785,,1,,,,,,,,,,,
Bwabwata,2016,Porcupine,,,1744,,1,,,,,,,,,,,
Bwabwata,2017,Porcupine,,,1793,,1,,,,,,,,,,,
Bwabwata,2019,Porcupine,,,1732,,1,,,,,,,,,,,
Bwabwata,2020,Porcupine,,,1714,,1,,,,,,,,,,,
Bwabwata,2021,Porcupine,,,1702,,1,,,,,,,,,,,
Bwabwata,2022,Porcupine,,,1716,,1,,,,,,,,,,,
Bwabwata,2023,Porcupine,,,1885,,1,,,,,,,,,,,
Bwabwata,2007,Puku,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Puku,,,1497,,1,,,,,,,,,,,
Bwabwata,2009,Puku,,,1664,,1,,,,,,,,,,,
Bwabwata,2010,Puku,,,1727,,1,,,,,,,,,,,
Bwabwata,2011,Puku,,,1679,,1,,,,,,,,,,,
Bwabwata,2012,Puku,,,1758,,1,,,,,,,,,,,
Bwabwata,2013,Puku,,,1746,,1,,,,,,,,,,,
Bwabwata,2014,Puku,,,1772,,1,,,,,,,,,,,
Bwabwata,2015,Puku,,,1785,,1,,,,,,,,,,,
Bwabwata,2016,Puku,,,1744,,1,,,,,,,,,,,
Bwabwata,2017,Puku,,,1793,,1,,,,,,,,,,,
Bwabwata,2019,Puku,7,1,1732,0.4,1,,,,,,,,,,,
Bwabwata,2020,Puku,,,1714,,1,,,,,,,,,,,
Bwabwata,2021,Puku,,,1702,,1,,,,,,,,,,,
Bwabwata,2022,Puku,,,1716,,1,,,,,,,,,,,
Bwabwata,2023,Puku,,,1885,,1,,,,,,,,,,,
Bwabwata,2007,Reedbuck,48,11,1008,4.8,1,,,,,,,,,,,
Bwabwata,2008,Reedbuck,82,22,1497,5.5,1,,,,,,,,,,,
Bwabwata,2009,Reedbuck,71,21,1664,4.3,1,,,,,,,,,,,
Bwabwata,2010,Reedbuck,56,17,1727,3.2,1,,,,,,,,,,,
Bwabwata,2011,Reedbuck,40,12,1679,2.4,1,,,,,,,,,,,
Bwabwata,2012,Reedbuck,89,20,1758,5.1,1,,,,,,,,,,,
Bwabwata,2013,Reedbuck,83,16,1746,4.8,1,,,,,,,,,,,
Bwabwata,2014,Reedbuck,71,13,1772,4,1,,,,,,,,,,,
Bwabwata,2015,Reedbuck,47,13,1785,2.6,1,,,,,,,,,,,
Bwabwata,2016,Reedbuck,20,4,1744,1.1,1,,,,,,,,,,,
Bwabwata,2017,Reedbuck,34,12,1793,1.9,1,,,,,,,,,,,
Bwabwata,2019,Reedbuck,46,14,1732,2.7,1,,,,,,,,,,,
Bwabwata,2020,Reedbuck,38,8,1714,2.2,1,,,,,,,,,,,
Bwabwata,2021,Reedbuck,39,12,1702,2.3,1,,,,,,,,,,,
Bwabwata,2022,Reedbuck,15,7,1716,0.9,1,,,,,,,,,,,
Bwabwata,2023,Reedbuck,23,12,1885,1.2,1,,,,,,,,,,,
Bwabwata,2007,Roan,159,31,1008,15.8,1,,,,,,,,,,,
Bwabwata,2008,Roan,74,19,1497,4.9,1,,,,,,,,,,,
Bwabwata,2009,Roan,190,36,1664,11.4,1,,,,,,,,,,,
Bwabwata,2010,Roan,126,31,1727,7.3,1,,,,,,,,,,,
Bwabwata,2011,Roan,54,18,1679,3.2,1,,,,,,,,,,,
Bwabwata,2012,Roan,223,47,1758,12.7,1,,,,,,,,,,,
Bwabwata,2013,Roan,240,56,1746,13.7,1,,,,,,,,,,,
Bwabwata,2014,Roan,116,34,1772,6.5,1,,,,,,,,,,,
Bwabwata,2015,Roan,162,45,1785,9.1,1,,,,,,,,,,,
Bwabwata,2016,Roan,195,40,1744,11.2,1,,,,,,,,,,,
Bwabwata,2017,Roan,108,27,1793,6,1,,,,,,,,,,,
Bwabwata,2019,Roan,363,56,1732,21,1,,,,,,,,,,,
Bwabwata,2020,Roan,116,32,1714,6.8,1,,,,,,,,,,,
Bwabwata,2021,Roan,103,36,1702,6.1,1,,,,,,,,,,,
Bwabwata,2022,Roan,126,38,1716,7.3,1,,,,,,,,,,,
Bwabwata,2023,Roan,270,54,1885,14.3,1,,,,,,,,,,,
Bwabwata,2007,Sable,182,30,1008,18.1,1,,,,,,,,,,,
Bwabwata,2008,Sable,285,44,1497,19,1,,,,,,,,,,,
Bwabwata,2009,Sable,281,52,1664,16.9,1,,,,,,,,,,,
Bwabwata,2010,Sable,274,49,1727,15.9,1,,,,,,,,,,,
Bwabwata,2011,Sable,517,57,1679,30.8,1,,,,,,,,,,,
Bwabwata,2012,Sable,351,63,1758,20,1,,,,,,,,,,,
Bwabwata,2013,Sable,544,82,1746,31.2,1,,,,,,,,,,,
Bwabwata,2014,Sable,416,72,1772,23.5,1,,,,,,,,,,,
Bwabwata,2015,Sable,529,80,1785,29.6,1,,,,,,,,,,,
Bwabwata,2016,Sable,679,90,1744,38.9,1,,,,,,,,,,,
Bwabwata,2017,Sable,338,60,1793,18.9,1,,,,,,,,,,,
Bwabwata,2019,Sable,801,120,1732,46.2,1,,,,,,,,,,,
Bwabwata,2020,Sable,462,90,1714,27,1,,,,,,,,,,,
Bwabwata,2021,Sable,230,68,1702,13.5,1,,,,,,,,,,,
Bwabwata,2022,Sable,293,60,1716,17.1,1,,,,,,,,,,,
Bwabwata,2023,Sable,464,99,1885,24.6,1,,,,,,,,,,,
Bwabwata,2007,Sitatunga,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Sitatunga,,,1497,,1,,,,,,,,,,,
Bwabwata,2009,Sitatunga,,,1664,,1,,,,,,,,,,,
Bwabwata,2010,Sitatunga,,,1727,,1,,,,,,,,,,,
Bwabwata,2011,Sitatunga,,,1679,,1,,,,,,,,,,,
Bwabwata,2012,Sitatunga,,,1758,,1,,,,,,,,,,,
Bwabwata,2013,Sitatunga,,,1746,,1,,,,,,,,,,,
Bwabwata,2014,Sitatunga,,,1772,,1,,,,,,,,,,,
Bwabwata,2015,Sitatunga,,,1785,,1,,,,,,,,,,,
Bwabwata,2016,Sitatunga,,,1744,,1,,,,,,,,,,,
Bwabwata,2017,Sitatunga,,,1793,,1,,,,,,,,,,,
Bwabwata,2019,Sitatunga,,,1732,,1,,,,,,,,,,,
Bwabwata,2020,Sitatunga,1,1,1714,0.1,1,,,,,,,,,,,
Bwabwata,2021,Sitatunga,,,1702,,1,,,,,,,,,,,
Bwabwata,2022,Sitatunga,,,1716,,1,,,,,,,,,,,
Bwabwata,2023,Sitatunga,,,1885,,1,,,,,,,,,,,
Bwabwata,2007,Spotted Hyaena,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Spotted Hyaena,5,4,1497,0.3,1,,,,,,,,,,,
Bwabwata,2009,Spotted Hyaena,,,1664,,1,,,,,,,,,,,
Bwabwata,2010,Spotted Hyaena,3,3,1727,0.2,1,,,,,,,,,,,
Bwabwata,2011,Spotted Hyaena,3,2,1679,0.2,1,,,,,,,,,,,
Bwabwata,2012,Spotted Hyaena,5,3,1758,0.3,1,,,,,,,,,,,
Bwabwata,2013,Spotted Hyaena,7,4,1746,0.4,1,,,,,,,,,,,
Bwabwata,2014,Spotted Hyaena,,,1772,,1,,,,,,,,,,,
Bwabwata,2015,Spotted Hyaena,1,1,1785,0.1,1,,,,,,,,,,,
Bwabwata,2016,Spotted Hyaena,6,5,1744,0.3,1,,,,,,,,,,,
Bwabwata,2017,Spotted Hyaena,6,5,1793,0.3,1,,,,,,,,,,,
Bwabwata,2019,Spotted Hyaena,6,4,1732,0.3,1,,,,,,,,,,,
Bwabwata,2020,Spotted Hyaena,7,6,1714,0.4,1,,,,,,,,,,,
Bwabwata,2021,Spotted Hyaena,9,6,1702,0.5,1,,,,,,,,,,,
Bwabwata,2022,Spotted Hyaena,5,3,1716,0.3,1,,,,,,,,,,,
Bwabwata,2023,Spotted Hyaena,7,5,1885,0.4,1,,,,,,,,,,,
Bwabwata,2007,Steenbok,15,15,1008,1.5,1,,,,,,,,,,,
Bwabwata,2008,Steenbok,25,24,1497,1.7,1,,,,,,,,,,,
Bwabwata,2009,Steenbok,59,55,1664,3.5,1,,,,,,,,,,,
Bwabwata,2010,Steenbok,60,50,1727,3.5,1,,,,,,,,,,,
Bwabwata,2011,Steenbok,43,38,1679,2.6,1,,,,,,,,,,,
Bwabwata,2012,Steenbok,42,39,1758,2.4,1,,,,,,,,,,,
Bwabwata,2013,Steenbok,36,35,1746,2.1,1,,,,,,,,,,,
Bwabwata,2014,Steenbok,22,20,1772,1.2,1,,,,,,,,,,,
Bwabwata,2015,Steenbok,35,32,1785,2,1,,,,,,,,,,,
Bwabwata,2016,Steenbok,41,34,1744,2.4,1,,,,,,,,,,,
Bwabwata,2017,Steenbok,30,27,1793,1.7,1,,,,,,,,,,,
Bwabwata,2019,Steenbok,30,29,1732,1.7,1,,,,,,,,,,,
Bwabwata,2020,Steenbok,56,47,1714,3.3,1,,,,,,,,,,,
Bwabwata,2021,Steenbok,56,44,1702,3.3,1,,,,,,,,,,,
Bwabwata,2022,Steenbok,42,36,1716,2.4,1,,,,,,,,,,,
Bwabwata,2023,Steenbok,64,53,1885,3.4,1,,,,,,,,,,,
Bwabwata,2007,Tsessebe,47,13,1008,4.7,1,,,,,,,,,,,
Bwabwata,2008,Tsessebe,56,14,1497,3.7,1,,,,,,,,,,,
Bwabwata,2009,Tsessebe,42,10,1664,2.5,1,,,,,,,,,,,
Bwabwata,2010,Tsessebe,33,13,1727,1.9,1,,,,,,,,,,,
Bwabwata,2011,Tsessebe,50,7,1679,3,1,,,,,,,,,,,
Bwabwata,2012,Tsessebe,67,13,1758,3.8,1,,,,,,,,,,,
Bwabwata,2013,Tsessebe,97,24,1746,5.6,1,,,,,,,,,,,
Bwabwata,2014,Tsessebe,77,16,1772,4.3,1,,,,,,,,,,,
Bwabwata,2015,Tsessebe,100,22,1785,5.6,1,,,,,,,,,,,
Bwabwata,2016,Tsessebe,61,19,1744,3.5,1,,,,,,,,,,,
Bwabwata,2017,Tsessebe,101,23,1793,5.6,1,,,,,,,,,,,
Bwabwata,2019,Tsessebe,80,20,1732,4.6,1,,,,,,,,,,,
Bwabwata,2020,Tsessebe,110,21,1714,6.4,1,,,,,,,,,,,
Bwabwata,2021,Tsessebe,79,24,1702,4.6,1,,,,,,,,,,,
Bwabwata,2022,Tsessebe,82,19,1716,4.8,1,,,,,,,,,,,
Bwabwata,2023,Tsessebe,36,14,1885,1.9,1,,,,,,,,,,,
Bwabwata,2007,Vervet Monkey,33,3,1008,3.3,1,,,,,,,,,,,
Bwabwata,2008,Vervet Monkey,74,9,1497,4.9,1,,,,,,,,,,,
Bwabwata,2009,Vervet Monkey,31,8,1664,1.9,1,,,,,,,,,,,
Bwabwata,2010,Vervet Monkey,34,5,1727,2,1,,,,,,,,,,,
Bwabwata,2011,Vervet Monkey,59,3,1679,3.5,1,,,,,,,,,,,
Bwabwata,2012,Vervet Monkey,10,4,1758,0.6,1,,,,,,,,,,,
Bwabwata,2013,Vervet Monkey,91,14,1746,5.2,1,,,,,,,,,,,
Bwabwata,2014,Vervet Monkey,54,9,1772,3,1,,,,,,,,,,,
Bwabwata,2015,Vervet Monkey,70,15,1785,3.9,1,,,,,,,,,,,
Bwabwata,2016,Vervet Monkey,58,8,1744,3.3,1,,,,,,,,,,,
Bwabwata,2017,Vervet Monkey,20,4,1793,1.1,1,,,,,,,,,,,
Bwabwata,2019,Vervet Monkey,57,4,1732,3.3,1,,,,,,,,,,,
Bwabwata,2020,Vervet Monkey,134,17,1714,7.8,1,,,,,,,,,,,
Bwabwata,2021,Vervet Monkey,36,9,1702,2.1,1,,,,,,,,,,,
Bwabwata,2022,Vervet Monkey,89,12,1716,5.2,1,,,,,,,,,,,
Bwabwata,2023,Vervet Monkey,76,9,1885,4,1,,,,,,,,,,,
Bwabwata,2007,Warthog,64,21,1008,6.3,1,,,,,,,,,,,
Bwabwata,2008,Warthog,92,36,1497,6.1,1,,,,,,,,,,,
Bwabwata,2009,Warthog,127,49,1664,7.6,1,,,,,,,,,,,
Bwabwata,2010,Warthog,153,67,1727,8.9,1,,,,,,,,,,,
Bwabwata,2011,Warthog,160,70,1679,9.5,1,,,,,,,,,,,
Bwabwata,2012,Warthog,185,69,1758,10.5,1,,,,,,,,,,,
Bwabwata,2013,Warthog,183,69,1746,10.5,1,,,,,,,,,,,
Bwabwata,2014,Warthog,236,91,1772,13.3,1,,,,,,,,,,,
Bwabwata,2015,Warthog,252,88,1785,14.1,1,,,,,,,,,,,
Bwabwata,2016,Warthog,219,82,1744,12.6,1,,,,,,,,,,,
Bwabwata,2017,Warthog,215,86,1793,12,1,,,,,,,,,,,
Bwabwata,2019,Warthog,298,100,1732,17.2,1,,,,,,,,,,,
Bwabwata,2020,Warthog,213,85,1714,12.4,1,,,,,,,,,,,
Bwabwata,2021,Warthog,170,81,1702,10,1,,,,,,,,,,,
Bwabwata,2022,Warthog,219,72,1716,12.8,1,,,,,,,,,,,
Bwabwata,2023,Warthog,117,57,1885,6.2,1,,,,,,,,,,,
Bwabwata,2007,Waterbuck,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Waterbuck,,,1497,,1,,,,,,,,,,,
Bwabwata,2009,Waterbuck,,,1664,,1,,,,,,,,,,,
Bwabwata,2010,Waterbuck,29,4,1727,1.7,1,,,,,,,,,,,
Bwabwata,2011,Waterbuck,26,3,1679,1.5,1,,,,,,,,,,,
Bwabwata,2012,Waterbuck,12,2,1758,0.7,1,,,,,,,,,,,
Bwabwata,2013,Waterbuck,36,5,1746,2.1,1,,,,,,,,,,,
Bwabwata,2014,Waterbuck,19,4,1772,1.1,1,,,,,,,,,,,
Bwabwata,2015,Waterbuck,7,3,1785,0.4,1,,,,,,,,,,,
Bwabwata,2016,Waterbuck,16,1,1744,0.9,1,,,,,,,,,,,
Bwabwata,2017,Waterbuck,16,3,1793,0.9,1,,,,,,,,,,,
Bwabwata,2019,Waterbuck,26,4,1732,1.5,1,,,,,,,,,,,
Bwabwata,2020,Waterbuck,16,1,1714,0.9,1,,,,,,,,,,,
Bwabwata,2021,Waterbuck,18,3,1702,1.1,1,,,,,,,,,,,
Bwabwata,2022,Waterbuck,29,7,1716,1.7,1,,,,,,,,,,,
Bwabwata,2023,Waterbuck,4,3,1885,0.2,1,,,,,,,,,,,
Bwabwata,2007,Wild dog,,,1008,,1,,,,,,,,,,,
Bwabwata,2008,Wild dog,,,1497,,1,,,,,,,,,,,
Bwabwata,2009,Wild dog,,,1664,,1,,,,,,,,,,,
Bwabwata,2010,Wild dog,,,1727,,1,,,,,,,,,,,
Bwabwata,2011,Wild dog,20,1,1679,1.2,1,,,,,,,,,,,
Bwabwata,2012,Wild dog,6,2,1758,0.3,1,,,,,,,,,,,
Bwabwata,2013,Wild dog,26,2,1746,1.5,1,,,,,,,,,,,
Bwabwata,2014,Wild dog,7,2,1772,0.4,1,,,,,,,,,,,
Bwabwata,2015,Wild dog,,,1785,,1,,,,,,,,,,,
Bwabwata,2016,Wild dog,,,1744,,1,,,,,,,,,,,
Bwabwata,2017,Wild dog,12,1,1793,0.7,1,,,,,,,,,,,
Bwabwata,2019,Wild dog,,,1732,,1,,,,,,,,,,,
Bwabwata,2020,Wild dog,1,1,1714,0.1,1,,,,,,,,,,,
Bwabwata,2021,Wild dog,6,1,1702,0.4,1,,,,,,,,,,,
Bwabwata,2022,Wild dog,12,2,1716,0.7,1,,,,,,,,,,,
Bwabwata,2023,Wild dog,2,1,1885,0.1,1,,,,,,,,,,,
Bwabwata,2007,Wildebeest,24,1,1008,2.4,1,,,,,,,,,,,
Bwabwata,2008,Wildebeest,35,3,1497,2.3,1,,,,,,,,,,,
Bwabwata,2009,Wildebeest,64,7,1664,3.8,1,,,,,,,,,,,
Bwabwata,2010,Wildebeest,73,13,1727,4.2,1,,,,,,,,,,,
Bwabwata,2011,Wildebeest,47,8,1679,2.8,1,,,,,,,,,,,
Bwabwata,2012,Wildebeest,45,12,1758,2.6,1,,,,,,,,,,,
Bwabwata,2013,Wildebeest,176,10,1746,10.1,1,,,,,,,,,,,
Bwabwata,2014,Wildebeest,57,7,1772,3.2,1,,,,,,,,,,,
Bwabwata,2015,Wildebeest,47,6,1785,2.6,1,,,,,,,,,,,
Bwabwata,2016,Wildebeest,24,6,1744,1.4,1,,,,,,,,,,,
Bwabwata,2017,Wildebeest,28,5,1793,1.6,1,,,,,,,,,,,
Bwabwata,2019,Wildebeest,156,25,1732,9,1,,,,,,,,,,,
Bwabwata,2020,Wildebeest,126,9,1714,7.4,1,,,,,,,,,,,
Bwabwata,2021,Wildebeest,72,12,1702,4.2,1,,,,,,,,,,,
Bwabwata,2022,Wildebeest,112,14,1716,6.5,1,,,,,,,,,,,
Bwabwata,2023,Wildebeest,117,10,1885,6.2,1,,,,,,,,,,,
East Zambezi Conservancies,2007,African Wildcat,,,578,,2,,,,,,,,,,,
East Zambezi Conservancies,2008,African Wildcat,,,888,,2,,,,,,,,,,,
East Zambezi Conservancies,2009,African Wildcat,,,820,,2,,,,,,,,,,,
East Zambezi Conservancies,2010,African Wildcat,,,738,,2,,,,,,,,,,,
East Zambezi Conservancies,2011,African Wildcat,,,777,,2,,,,,,,,,,,
East Zambezi Conservancies,2012,African Wildcat,,,731,,2,,,,,,,,,,,
East Zambezi Conservancies,2013,African Wildcat,,,799,,2,,,,,,,,,,,
East Zambezi Conservancies,2014,African Wildcat,,,816,,2,,,,,,,,,,,
East Zambezi Conservancies,2015,African Wildcat,,,800,,2,,,,,,,,,,,
East Zambezi Conservancies,2016,African Wildcat,,,972,,2,,,,,,,,,,,
East Zambezi Conservancies,2017,African Wildcat,,,944,,2,,,,,,,,,,,
East Zambezi Conservancies,2018,African Wildcat,,,976,,2,,,,,,,,,,,
East Zambezi Conservancies,2019,African Wildcat,,,949,,2,,,,,,,,,,,
East Zambezi Conservancies,2020,African Wildcat,,,1012,,2,,,,,,,,,,,
East Zambezi Conservancies,2021,African Wildcat,,,1037,,2,,,,,,,,,,,
East Zambezi Conservancies,2022,African Wildcat,1,1,979,0.1,2,,,,,,,,,,,
East Zambezi Conservancies,2023,African Wildcat,,,1053,,2,,,,,,,,,,,
East Zambezi Conservancies,2007,Baboon,,,578,,2,,,,,,,,,,,
East Zambezi Conservancies,2008,Baboon,,,888,,2,,,,,,,,,,,
East Zambezi Conservancies,2009,Baboon,,,820,,2,,,,,,,,,,,
East Zambezi Conservancies,2010,Baboon,,,738,,2,,,,,,,,,,,
East Zambezi Conservancies,2011,Baboon,,,777,,2,,,,,,,,,,,
East Zambezi Conservancies,2012,Baboon,57,4,731,7.8,2,,,,,,,,,,,
East Zambezi Conservancies,2013,Baboon,8,1,799,1,2,,,,,,,,,,,
East Zambezi Conservancies,2014,Baboon,71,2,816,8.7,2,,,,,,,,,,,
East Zambezi Conservancies,2015,Baboon,,,800,,2,,,,,,,,,,,
East Zambezi Conservancies,2016,Baboon,44,1,972,4.5,2,,,,,,,,,,,
East Zambezi Conservancies,2017,Baboon,14,1,944,1.5,2,,,,,,,,,,,
East Zambezi Conservancies,2018,Baboon,5,1,976,0.5,2,,,,,,,,,,,
East Zambezi Conservancies,2019,Baboon,12,1,949,1.3,2,,,,,,,,,,,
East Zambezi Conservancies,2020,Baboon,76,5,1012,7.5,2,,,,,,,,,,,
East Zambezi Conservancies,2021,Baboon,,,1037,,2,,,,,,,,,,,
East Zambezi Conservancies,2022,Baboon,,,979,,2,,,,,,,,,,,
East Zambezi Conservancies,2023,Baboon,10,1,1053,0.9,2,,,,,,,,,,,
East Zambezi Conservancies,2007,Bat-eared Fox,,,578,,2,,,,,,,,,,,
East Zambezi Conservancies,2008,Bat-eared Fox,,,888,,2,,,,,,,,,,,
East Zambezi Conservancies,2009,Bat-eared Fox,,,820,,2,,,,,,,,,,,
East Zambezi Conservancies,2010,Bat-eared Fox,,,738,,2,,,,,,,,,,,
East Zambezi Conservancies,2011,Bat-eared Fox,,,777,,2,,,,,,,,,,,
East Zambezi Conservancies,2012,Bat-eared Fox,,,731,,2,,,,,,,,,,,
East Zambezi Conservancies,2013,Bat-eared Fox,,,799,,2,,,,,,,,,,,
East Zambezi Conservancies,2014,Bat-eared Fox,,,816,,2,,,,,,,,,,,
East Zambezi Conservancies,2015,Bat-eared Fox,,,800,,2,,,,,,,,,,,
East Zambezi Conservancies,2016,Bat-eared Fox,,,972,,2,,,,,,,,,,,
East Zambezi Conservancies,2017,Bat-eared Fox,,,944,,2,,,,,,,,,,,
East Zambezi Conservancies,2018,Bat-eared Fox,,,976,,2,,,,,,,,,,,
East Zambezi Conservancies,2019,Bat-eared Fox,1,1,949,0.1,2,,,,,,,,,,,
East Zambezi Conservancies,2020,Bat-eared Fox,,,1012,,2,,,,,,,,,,,
East Zambezi Conservancies,2021,Bat-eared Fox,,,1037,,2,,,,,,,,,,,
East Zambezi Conservancies,2022,Bat-eared Fox,,,979,,2,,,,,,,,,,,
East Zambezi Conservancies,2023,Bat-eared Fox,,,1053,,2,,,,,,,,,,,
East Zambezi Conservancies,2007,Buffalo,154,4,578,26.6,2,,,,,,,,,,,
East Zambezi Conservancies,2008,Buffalo,28,2,888,3.2,2,,,,,,,,,,,
East Zambezi Conservancies,2009,Buffalo,,,820,,2,,,,,,,,,,,
East Zambezi Conservancies,2010,Buffalo,1,1,738,0.1,2,,,,,,,,,,,
